Primary Key_x,Order No,Segment Number_x,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $,Primary Key_y,Segment Number_y,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component
SO0049014-1,SO0049014,1,SHOP 439107FARM 439114SHOP 439112,1,PICK,84209159     PASE,"""FLANGE VALVE 1""""""",15.28,15.28,45171,18.4497,995.2095$,SO0049014-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Loose - Condenser,Thread - Tapped
SO0049014-1,SO0049014,1,SHOP 439107FARM 439114SHOP 439112,1,PICK,84209159     PASE,"""FLANGE VALVE 1""""""",15.28,15.28,45171,18.4497,995.2095$,SO0049014-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Broken - Light,"Headlight - Replaced, Headlight - Realigned"
SO0049014-2,SO0049014,2,SHOP 439107FARM 439114SHOP 439112,2,PICK,14012740     PASE,1.0 COUPLER,7.0,6.99,45171,18.4497,995.2095$,SO0049014-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Oil Leak - Sprayer,No Component Mentioned - No Component Mentioned
SO0049014-2,SO0049014,2,SHOP 439107FARM 439114SHOP 439112,2,PICK,14012740     PASE,1.0 COUPLER,7.0,6.99,45171,18.4497,995.2095$,SO0049014-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Loose - Condenser,Thread - Tapped
SO0049014-2,SO0049014,2,SHOP 439107FARM 439114SHOP 439112,2,PICK,14012740     PASE,1.0 COUPLER,7.0,6.99,45171,18.4497,995.2095$,SO0049014-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Broken - Light,"Headlight - Replaced, Headlight - Realigned"
SO0049014-4,SO0049014,4,SHOP 439107FARM 439114SHOP 439112,1,PASE,84043144     PASE,NUT  WING,0.92,0.92,45171,18.4497,995.2095$,SO0049014-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Oil Leak - Sprayer,No Component Mentioned - No Component Mentioned
SO0049014-4,SO0049014,4,SHOP 439107FARM 439114SHOP 439112,1,PASE,84043144     PASE,NUT  WING,0.92,0.92,45171,18.4497,995.2095$,SO0049014-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Loose - Condenser,Thread - Tapped
SO0049014-4,SO0049014,4,SHOP 439107FARM 439114SHOP 439112,1,PASE,84043144     PASE,NUT  WING,0.92,0.92,45171,18.4497,995.2095$,SO0049014-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Broken - Light,"Headlight - Replaced, Headlight - Realigned"
SO0049171-1,SO0049171,1,SHOP 439107FARM 439114SHOP 439112,2,PASE,8304138     PASE,GASKET,1.26,1.25,45171,18.4497,995.2095$,SO0049171-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Detached - Fuel Door,No Component Mentioned - No Component Mentioned
SO0049171-1,SO0049171,1,SHOP 439107FARM 439114SHOP 439112,2,PASE,8304138     PASE,GASKET,1.26,1.25,45171,18.4497,995.2095$,SO0049171-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned
SO0049171-1,SO0049171,1,SHOP 439107FARM 439114SHOP 439112,2,PASE,8304138     PASE,GASKET,1.26,1.25,45171,18.4497,995.2095$,SO0049171-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,Recirculation System - Installed
SO0049171-2,SO0049171,2,SHOP 439107FARM 439114SHOP 439112,1,PASE,14783740     PASE,UNION TEE,13.05,13.05,45171,18.4497,995.2095$,SO0049171-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Detached - Fuel Door,No Component Mentioned - No Component Mentioned
SO0049171-2,SO0049171,2,SHOP 439107FARM 439114SHOP 439112,1,PASE,14783740     PASE,UNION TEE,13.05,13.05,45171,18.4497,995.2095$,SO0049171-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned
SO0049171-2,SO0049171,2,SHOP 439107FARM 439114SHOP 439112,1,PASE,14783740     PASE,UNION TEE,13.05,13.05,45171,18.4497,995.2095$,SO0049171-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,Recirculation System - Installed
SO0049171-4,SO0049171,4,SHOP 439107FARM 439114SHOP 439112,1,PASE,8390414     OLDPO,O-RING,0.53,0.53,45171,18.4497,995.2095$,SO0049171-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Detached - Fuel Door,No Component Mentioned - No Component Mentioned
SO0049171-4,SO0049171,4,SHOP 439107FARM 439114SHOP 439112,1,PASE,8390414     OLDPO,O-RING,0.53,0.53,45171,18.4497,995.2095$,SO0049171-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned
SO0049171-4,SO0049171,4,SHOP 439107FARM 439114SHOP 439112,1,PASE,8390414     OLDPO,O-RING,0.53,0.53,45171,18.4497,995.2095$,SO0049171-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,Recirculation System - Installed
SO0049367-1,SO0049367,1,SHOP 439107FARM 439114SHOP 439112,1,PASE,84039885     PASE,ORING,0.51,0.52,45171,18.4497,995.2095$,SO0049367-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Opening - Valve,Valve - Removed
SO0049367-1,SO0049367,1,SHOP 439107FARM 439114SHOP 439112,1,PASE,84039885     PASE,ORING,0.51,0.52,45171,18.4497,995.2095$,SO0049367-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,"Tip - Installed, Tip - Tested"
SO0049367-1,SO0049367,1,SHOP 439107FARM 439114SHOP 439112,1,PASE,84039885     PASE,ORING,0.51,0.52,45171,18.4497,995.2095$,SO0049367-3,3,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN","Leak - O Ring, Not Mentioned - Hose","O Ring - Replaced, Right Hose - Cut"
SO0049367-1,SO0049367,1,SHOP 439107FARM 439114SHOP 439112,1,PASE,84039885     PASE,ORING,0.51,0.52,45171,18.4497,995.2095$,SO0049367-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Receiver,Radio - Installed
SO0049367-2,SO0049367,2,SHOP 439107FARM 439114SHOP 439112,1,PASE,44W04     PASE,WASHER,0.8599,0.8599,45171,18.4497,995.2095$,SO0049367-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Opening - Valve,Valve - Removed
SO0049367-2,SO0049367,2,SHOP 439107FARM 439114SHOP 439112,1,PASE,44W04     PASE,WASHER,0.8599,0.8599,45171,18.4497,995.2095$,SO0049367-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,"Tip - Installed, Tip - Tested"
SO0049367-2,SO0049367,2,SHOP 439107FARM 439114SHOP 439112,1,PASE,44W04     PASE,WASHER,0.8599,0.8599,45171,18.4497,995.2095$,SO0049367-3,3,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN","Leak - O Ring, Not Mentioned - Hose","O Ring - Replaced, Right Hose - Cut"
SO0049367-2,SO0049367,2,SHOP 439107FARM 439114SHOP 439112,1,PASE,44W04     PASE,WASHER,0.8599,0.8599,45171,18.4497,995.2095$,SO0049367-4,4,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Receiver,Radio - Installed
SO0049367-3,SO0049367,3,SHOP 439107FARM 439114SHOP 439112,2,PK SYSTEMS,14785813     PASE,CLAMP,6.52,6.5099,45171,18.4497,995.2095$,SO0049367-1,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Opening - Valve,Valve - Removed
SO0049367-3,SO0049367,3,SHOP 439107FARM 439114SHOP 439112,2,PK SYSTEMS,14785813     PASE,CLAMP,6.52,6.5099,45171,18.4497,995.2095$,SO0049367-2,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,67.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,,"Das Ölleck an der Armatur der Zahnradpumpe war locker. FESTES ANSCHLUSS. Der Test ist immer noch durchgesickert. ANSCHLUSS ENTFERNT, UM O-RING ZU PRÜFEN. Naht verformt. O-RING ERSETZT.       Die Montage am M3-Anschluss war nicht locker. O-RING-NAHT VERFORMT. O-RING ERSETZT.     NEUE LUFT BESTELLEN",Not Mentioned - Not Mentioned,"Tip - Installed, Tip - Tested"
